Game ID,Puzzle Date,Word,Group Name,Group Level,Starting Row,Starting Column
1,2024-01-01,CAKE,TYPES OF DESSERT,0,1,1
1,2024-01-01,PIE,TYPES OF DESSERT,0,2,3
1,2024-01-01,SORBET,TYPES OF DESSERT,0,3,2
1,2024-01-01,TART,TYPES OF DESSERT,0,4,4
1,2024-01-01,WHIP,THINGS THAT CRACK,1,1,2
1,2024-01-01,SAFE,THINGS THAT CRACK,1,2,4
1,2024-01-01,CODE,THINGS THAT CRACK,1,3,1
1,2024-01-01,KNUCKLES,THINGS THAT CRACK,1,4,3
1,2024-01-01,RIDICULE,SYNONYMS FOR MOCK,2,1,3
1,2024-01-01,TAUNT,SYNONYMS FOR MOCK,2,2,1
1,2024-01-01,GIBE,SYNONYMS FOR MOCK,2,3,4
1,2024-01-01,SNEER,SYNONYMS FOR MOCK,2,4,2
1,2024-01-01,LUMBER,___ JACK,3,1,4
1,2024-01-01,UNION,___ JACK,3,2,2
1,2024-01-01,CAR,___ JACK,3,3,3
1,2024-01-01,CRACKER,___ JACK,3,4,1
2,2024-01-02,FORK,CUTLERY,0,1,1
2,2024-01-02,KNIFE,CUTLERY,0,2,3
2,2024-01-02,SPOON,CUTLERY,0,3,2
2,2024-01-02,CHOPSTICKS,CUTLERY,0,4,4
2,2024-01-02,NOSE,THINGS THAT RUN,1,1,2
2,2024-01-02,SOCK,THINGS THAT RUN,1,2,4
2,2024-01-02,WATER,THINGS THAT RUN,1,3,1
2,2024-01-02,ENGINE,THINGS THAT RUN,1,4,3
2,2024-01-02,SOCCER,TYPES OF BALL,2,1,3
2,2024-01-02,GOLF,TYPES OF BALL,2,2,1
2,2024-01-02,BASKET,TYPES OF BALL,2,3,4
2,2024-01-02,TENNIS,TYPES OF BALL,2,4,2
2,2024-01-02,BEAN,MR. ___,3,1,4
2,2024-01-02,CLEAN,MR. ___,3,2,2
2,2024-01-02,PEANUT,MR. ___,3,3,3
2,2024-01-02,FOX,MR. ___,3,4,1
3,2024-01-03,PIG,FARM ANIMALS,0,1,1
3,2024-01-03,COW,FARM ANIMALS,0,2,3
3,2024-01-03,SHEEP,FARM ANIMALS,0,3,2
3,2024-01-03,CHICKEN,FARM ANIMALS,0,4,4
3,2024-01-03,BED,THINGS WITH HEADS,1,1,2
3,2024-01-03,NAIL,THINGS WITH HEADS,1,2,4
3,2024-01-03,CABBAGE,THINGS WITH HEADS,1,3,1
3,2024-01-03,COIN,THINGS WITH HEADS,1,4,3
3,2024-01-03,ACT,PARTS OF A PLAY,2,1,3
3,2024-01-03,SCENE,PARTS OF A PLAY,2,2,1
3,2024-01-03,PROLOGUE,PARTS OF A PLAY,2,3,4
3,2024-01-03,EPILOGUE,PARTS OF A PLAY,2,4,2
3,2024-01-03,DAY,BAND NAMES MINUS COLORS,3,1,4
3,2024-01-03,STRIPES,BAND NAMES MINUS COLORS,3,2,2
3,2024-01-03,FLOYD,BAND NAMES MINUS COLORS,3,3,3
3,2024-01-03,SABBATH,BAND NAMES MINUS COLORS,3,4,1
4,2024-01-04,ARM,BODY PARTS,0,1,1
4,2024-01-04,LEG,BODY PARTS,0,2,3
4,2024-01-04,HAND,BODY PARTS,0,3,2
4,2024-01-04,FOOT,BODY PARTS,0,4,4
4,2024-01-04,SKY,THINGS THAT ARE BLUE,1,1,2
4,2024-01-04,OCEAN,THINGS THAT ARE BLUE,1,2,4
4,2024-01-04,JAZZ,THINGS THAT ARE BLUE,1,3,1
4,2024-01-04,MOOD,THINGS THAT ARE BLUE,1,4,3
4,2024-01-04,CHOCOLATE,KINDS OF BARS,2,1,3
4,2024-01-04,GRAB,KINDS OF BARS,2,2,1
4,2024-01-04,JUICE,KINDS OF BARS,2,3,4
4,2024-01-04,TAVERN,KINDS OF BARS,2,4,2
4,2024-01-04,ROLLING,WORDS BEFORE "STONE",3,1,4
4,2024-01-04,PHILOSOPHER'S,WORDS BEFORE "STONE",3,2,2
4,2024-01-04,TOUCH,WORDS BEFORE "STONE",3,3,3
4,2024-01-04,MILE,WORDS BEFORE "STONE",3,4,1
5,2024-01-05,MARS,PLANETS,0,1,1
5,2024-01-05,VENUS,PLANETS,0,2,3
5,2024-01-05,EARTH,PLANETS,0,3,2
5,2024-01-05,JUPITER,PLANETS,0,4,4
5,2024-01-05,BRIGHT,SYNONYMS FOR "SMART",1,1,2
5,2024-01-05,CLEVER,SYNONYMS FOR "SMART",1,2,4
5,2024-01-05,SHARP,SYNONYMS FOR "SMART",1,3,1
5,2024-01-05,QUICK,SYNONYMS FOR "SMART",1,4,3
5,2024-01-05,HI,WAYS TO SAY "HELLO",2,1,3
5,2024-01-05,HEY,WAYS TO SAY "HELLO",2,2,1
5,2024-01-05,GREETINGS,WAYS TO SAY "HELLO",2,3,4
5,2024-01-05,ALOHA,WAYS TO SAY "HELLO",2,4,2
5,2024-01-05,SEA,LETTER HOMOPHONES,3,1,4
5,2024-01-05,WHY,LETTER HOMOPHONES,3,2,2
5,2024-01-05,ARE,LETTER HOMOPHONES,3,3,3
5,2024-01-05,QUEUE,LETTER HOMOPHONES,3,4,1
6,2024-01-06,LADLE,KITCHEN UTENSILS,0,1,1
6,2024-01-06,SPATULA,KITCHEN UTENSILS,0,2,3
6,2024-01-06,WHISK,KITCHEN UTENSILS,0,3,2
6,2024-01-06,COLANDER,KITCHEN UTENSILS,0,4,4
6,2024-01-06,FLUSH,THINGS THAT ARE ROYAL,1,1,2
6,2024-01-06,CROWN,THINGS THAT ARE ROYAL,1,2,4
6,2024-01-06,PURPLE,THINGS THAT ARE ROYAL,1,3,1
6,2024-01-06,FAMILY,THINGS THAT ARE ROYAL,1,4,3
6,2024-01-06,SWISS,TYPES OF CHEESE,2,1,3
6,2024-01-06,CHEDDAR,TYPES OF CHEESE,2,2,1
6,2024-01-06,GOUDA,TYPES OF CHEESE,2,3,4
6,2024-01-06,BRIE,TYPES OF CHEESE,2,4,2
6,2024-01-06,BLUE,___ BIRD,3,1,4
6,2024-01-06,EARLY,___ BIRD,3,2,2
6,2024-01-06,HUMMING,___ BIRD,3,3,3
6,2024-01-06,MOCKING,___ BIRD,3,4,1
7,2024-01-07,SCARLET,SHADES OF RED,0,1,1
7,2024-01-07,CRIMSON,SHADES OF RED,0,2,3
7,2024-01-07,RUBY,SHADES OF RED,0,3,2
7,2024-01-07,MAROON,SHADES OF RED,0,4,4
7,2024-01-07,BANK,PARTS OF A RIVER,1,1,2
7,2024-01-07,CURRENT,PARTS OF A RIVER,1,2,4
7,2024-01-07,MOUTH,PARTS OF A RIVER,1,3,1
7,2024-01-07,BED,PARTS OF A RIVER,1,4,3
7,2024-01-07,RELAX,SYNONYMS FOR "CHILL",2,1,3
7,2024-01-07,UNWIND,SYNONYMS FOR "CHILL",2,2,1
7,2024-01-07,LOUNGE,SYNONYMS FOR "CHILL",2,3,4
7,2024-01-07,SLACK,SYNONYMS FOR "CHILL",2,4,2
7,2024-01-07,COLOR,WHAT "ROSE" MIGHT MEAN,3,1,4
7,2024-01-07,FLOWER,WHAT "ROSE" MIGHT MEAN,3,2,2
7,2024-01-07,AROSE,WHAT "ROSE" MIGHT MEAN,3,3,3
7,2024-01-07,UP,WHAT "ROSE" MIGHT MEAN,3,4,1
8,2024-01-08,GUITAR,MUSICAL INSTRUMENTS,0,1,1
8,2024-01-08,DRUM,MUSICAL INSTRUMENTS,0,2,3
8,2024-01-08,PIANO,MUSICAL INSTRUMENTS,0,3,2
8,2024-01-08,FLUTE,MUSICAL INSTRUMENTS,0,4,4
8,2024-01-08,PESTO,TYPES OF SAUCE,1,1,2
8,2024-01-08,SOY,TYPES OF SAUCE,1,2,4
8,2024-01-08,HOT,TYPES OF SAUCE,1,3,1
8,2024-01-08,APPLE,TYPES OF SAUCE,1,4,3
8,2024-01-08,X,SOCIAL MEDIA PLATFORMS,2,1,3
8,2024-01-08,TIKTOK,SOCIAL MEDIA PLATFORMS,2,2,1
8,2024-01-08,INSTAGRAM,SOCIAL MEDIA PLATFORMS,2,3,4
8,2024-01-08,FACEBOOK,SOCIAL MEDIA PLATFORMS,2,4,2
8,2024-01-08,FOOT,WORDS BEFORE "BALL",3,1,4
8,2024-01-08,BASE,WORDS BEFORE "BALL",3,2,2
8,2024-01-08,MEAT,WORDS BEFORE "BALL",3,3,3
8,2024-01-08,EYE,WORDS BEFORE "BALL",3,4,1
9,2024-01-09,CHINA,COUNTRIES IN ASIA,0,1,1
9,2024-01-09,INDIA,COUNTRIES IN ASIA,0,2,3
9,2024-01-09,JAPAN,COUNTRIES IN ASIA,0,3,2
9,2024-01-09,KOREA,COUNTRIES IN ASIA,0,4,4
9,2024-01-09,KIDNEY,TYPES OF BEANS,1,1,2
9,2024-01-09,LIMA,TYPES OF BEANS,1,2,4
9,2024-01-09,GARBANZO,TYPES OF BEANS,1,3,1
9,2024-01-09,JELLY,TYPES OF BEANS,1,4,3
9,2024-01-09,VAMPIRE,THINGS WITH FANGS,2,1,3
9,2024-01-09,SNAKE,THINGS WITH FANGS,2,2,1
9,2024-01-09,WOLF,THINGS WITH FANGS,2,3,4
9,2024-01-09,DRACULA,THINGS WITH FANGS,2,4,2
9,2024-01-09,LOVE,___ STORY,3,1,4
9,2024-01-09,HORROR,___ STORY,3,2,2
9,2024-01-09,GHOST,___ STORY,3,3,3
9,2024-01-09,TALL,___ STORY,3,4,1
10,2024-01-10,PENCIL,SCHOOL SUPPLIES,0,1,1
10,2024-01-10,PAPER,SCHOOL SUPPLIES,0,2,3
10,2024-01-10,ERASER,SCHOOL SUPPLIES,0,3,2
10,2024-01-10,RULER,SCHOOL SUPPLIES,0,4,4
10,2024-01-10,SPOT,SYNONYMS FOR "TO SEE",1,1,2
10,2024-01-10,VIEW,SYNONYMS FOR "TO SEE",1,2,4
10,2024-01-10,EYE,SYNONYMS FOR "TO SEE",1,3,1
10,2024-01-10,BEHOLD,SYNONYMS FOR "TO SEE",1,4,3
10,2024-01-10,STARBUCKS,BRANDS OF COFFEE,2,1,3
10,2024-01-10,FOLGERS,BRANDS OF COFFEE,2,2,1
10,2024-01-10,MAXWELL,BRANDS OF COFFEE,2,3,4
10,2024-01-10,PEETS,BRANDS OF COFFEE,2,4,2
10,2024-01-10,BOND,GOLD ___,3,1,4
10,2024-01-10,RUSH,GOLD ___,3,2,2
10,2024-01-10,LEAF,GOLD ___,3,3,3
10,2024-01-10,MINE,GOLD ___,3,4,1
11,2024-01-11,SPRING,SEASONS,0,1,1
11,2024-01-11,SUMMER,SEASONS,0,2,3
11,2024-01-11,FALL,SEASONS,0,3,2
11,2024-01-11,WINTER,SEASONS,0,4,4
